checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,36,existing paid,education,2337,<100,>=7,4,male single,none,4,real estate,52,none,own,1,unskilled resident,1,yes,yes,bad
<0,30,existing paid,used car,1715,<100,>=7,4,female div/dep/mar,none,4,real estate,54,none,own,2,unskilled resident,1,none,yes,bad
>=200,24,all paid,used car,2439,<100,>=7,4,male single,none,4,real estate,40,none,own,1,unskilled resident,1,yes,yes,bad
0<=X<200,24,all paid,used car,1659,<100,4<=X<7,4,female div/dep/mar,none,2,life insurance,54,none,rent,3,skilled,1,yes,yes,bad
no checking,6,existing paid,new car,2647,500<=X<1000,<1,2,male single,guarantor,4,real estate,67,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,6,existing paid,new car,448,<100,>=7,4,male single,none,4,life insurance,67,none,own,2,skilled,1,yes,yes,good
0<=X<200,30,existing paid,used car,1715,<100,>=7,4,female div/dep/mar,none,4,life insurance,52,none,own,1,skilled,1,none,yes,bad
no checking,6,critical/other existing credit,new car,2647,<100,1<=X<4,2,male single,none,4,real estate,52,none,own,2,skilled,1,yes,yes,good
0<=X<200,45,delayed previously,repairs,4933,<100,>=7,4,male single,none,4,real estate,57,none,own,1,unskilled resident,1,none,yes,bad
<0,18,existing paid,new car,3509,<100,<1,4,male single,guarantor,4,life insurance,24,none,rent,2,unskilled resident,1,none,yes,good
no checking,60,no credits/all paid,used car,6288,<100,>=7,4,male single,none,4,no known property,60,none,own,2,unskilled resident,1,none,yes,bad
>=200,30,no credits/all paid,used car,2991,<100,>=7,3,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,yes,yes,bad
no checking,6,critical/other existing credit,furniture/equipment,2647,<100,1<=X<4,1,male single,guarantor,4,real estate,67,none,own,1,skilled,1,yes,yes,good
no checking,48,no credits/all paid,education,6999,<100,4<=X<7,3,male single,none,4,no known property,45,none,own,1,skilled,1,none,yes,bad
>=200,48,existing paid,used car,7476,<100,4<=X<7,3,male single,none,3,real estate,44,none,own,2,skilled,2,none,yes,good
<0,24,existing paid,radio/tv,1987,<100,4<=X<7,1,male div/sep,none,4,real estate,49,none,own,1,skilled,2,none,yes,bad
no checking,24,existing paid,business,1823,500<=X<1000,>=7,4,female div/dep/mar,none,4,car,56,none,own,3,unskilled resident,1,yes,yes,bad
no checking,48,existing paid,used car,6999,<100,>=7,3,male single,none,4,no known property,42,bank,own,2,skilled,1,none,yes,good
no checking,48,existing paid,repairs,6758,<100,>=7,4,male single,none,3,life insurance,59,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,10,existing paid,new car,1366,<100,1<=X<4,4,male single,none,4,car,47,none,own,2,unskilled resident,2,none,yes,good
<0,30,existing paid,radio/tv,1919,<100,>=7,4,male single,none,4,car,54,none,own,2,skilled,1,yes,yes,bad
no checking,12,existing paid,used car,1107,<100,1<=X<4,4,male single,none,3,real estate,32,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,8,critical/other existing credit,other,385,<100,>=7,4,male single,none,4,no known property,52,none,own,1,skilled,2,yes,yes,good
<0,18,all paid,furniture/equipment,2600,<100,1<=X<4,4,male single,none,4,life insurance,53,none,own,2,unskilled resident,1,yes,yes,good
<0,6,critical/other existing credit,new car,1957,<100,<1,1,male single,none,4,life insurance,51,none,own,2,skilled,1,yes,yes,good
0<=X<200,12,delayed previously,new car,709,100<=X<500,>=7,4,female div/dep/mar,none,4,real estate,56,none,own,3,unskilled resident,1,none,yes,bad
no checking,24,existing paid,used car,1231,100<=X<500,1<=X<4,4,male single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,bad
<0,9,existing paid,repairs,684,<100,<1,4,male single,none,4,no known property,67,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,18,existing paid,new car,2600,<100,4<=X<7,4,male single,none,4,life insurance,36,none,own,2,skilled,1,none,yes,good
>=200,24,existing paid,radio/tv,2606,<100,>=7,3,male single,none,4,life insurance,49,bank,own,2,skilled,1,none,yes,bad
>=200,24,existing paid,used car,2384,<100,>=7,4,male single,none,4,life insurance,40,none,own,2,unskilled resident,1,yes,yes,bad
<0,6,critical/other existing credit,new car,1957,<100,1<=X<4,1,male single,none,4,life insurance,51,none,own,2,skilled,1,yes,yes,good
<0,24,existing paid,used car,2384,<100,4<=X<7,4,male single,none,3,real estate,48,none,own,2,unskilled resident,1,none,yes,bad
0<=X<200,12,existing paid,new car,709,100<=X<500,>=7,4,female div/dep/mar,none,4,real estate,56,none,own,2,skilled,1,yes,yes,bad
no checking,12,existing paid,new car,1200,<100,1<=X<4,4,male mar/wid,none,4,car,63,none,own,1,unskilled resident,1,yes,yes,good
<0,12,existing paid,new car,1366,<100,4<=X<7,4,male single,none,4,car,42,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,48,delayed previously,used car,7763,<100,>=7,3,male single,none,3,real estate,59,none,for free,2,skilled,1,none,yes,bad
no checking,36,critical/other existing credit,furniture/equipment,2302,<100,>=7,3,male single,none,4,life insurance,52,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,24,existing paid,used car,2439,<100,>=7,4,male single,none,4,life insurance,64,none,own,1,skilled,1,yes,yes,bad
no checking,11,critical/other existing credit,new car,1107,<100,>=7,3,male mar/wid,none,4,real estate,51,none,own,2,skilled,1,yes,yes,good
no checking,6,critical/other existing credit,radio/tv,448,<100,>=7,4,male single,none,4,life insurance,67,none,own,3,skilled,2,yes,yes,good
0<=X<200,48,existing paid,used car,7763,<100,>=7,2,female div/dep/mar,none,4,no known property,42,none,for free,1,skilled,1,none,yes,bad
0<=X<200,24,existing paid,used car,1282,no known savings,1<=X<4,4,female div/dep/mar,none,4,no known property,52,none,own,2,skilled,1,yes,yes,bad
no checking,12,existing paid,new car,1138,<100,>=7,4,male single,none,4,real estate,65,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,24,no credits/all paid,radio/tv,1938,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,41,none,own,2,unskilled resident,2,yes,yes,bad
no checking,6,all paid,new car,2647,500<=X<1000,1<=X<4,1,male single,none,4,real estate,48,none,own,2,skilled,1,yes,yes,good
<0,18,existing paid,new car,1880,<100,>=7,4,male single,none,4,car,54,none,own,2,unskilled resident,1,yes,yes,good
<0,18,critical/other existing credit,furniture/equipment,1936,<100,>=7,2,female div/dep/mar,none,4,car,56,none,own,2,unskilled resident,1,yes,yes,good
>=200,12,existing paid,used car,1053,<100,>=7,3,female div/dep/mar,none,4,real estate,65,none,own,3,unskilled resident,1,none,yes,good
no checking,24,critical/other existing credit,used car,3357,<100,>=7,3,male single,none,4,life insurance,30,none,own,1,skilled,2,yes,yes,bad
<0,16,existing paid,furniture/equipment,727,100<=X<500,>=7,4,male single,none,4,car,42,none,own,2,unskilled resident,1,yes,yes,bad
no checking,18,existing paid,furniture/equipment,1880,<100,>=7,4,male single,none,4,car,43,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,12,existing paid,new car,1053,<100,>=7,4,male single,none,3,car,35,none,own,3,unemp/unskilled non res,1,none,yes,good
>=200,18,existing paid,new car,3190,<100,>=7,3,male single,none,4,life insurance,47,none,own,2,skilled,2,yes,yes,good
<0,12,existing paid,new car,385,100<=X<500,>=7,4,male single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,good
no checking,21,existing paid,new car,1823,<100,1<=X<4,3,male mar/wid,none,2,car,60,bank,own,2,unskilled resident,1,yes,yes,good
0<=X<200,8,critical/other existing credit,new car,385,100<=X<500,4<=X<7,4,female div/dep/mar,none,4,car,52,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,24,existing paid,business,3660,<100,>=7,2,male single,none,4,real estate,20,none,rent,2,skilled,1,yes,yes,good
0<=X<200,12,critical/other existing credit,radio/tv,709,<100,<1,4,male single,none,4,real estate,65,none,own,2,skilled,1,yes,yes,bad
<0,48,no credits/all paid,used car,7476,<100,4<=X<7,3,male single,none,3,car,44,none,own,2,skilled,2,none,yes,bad
<0,15,existing paid,furniture/equipment,1680,<100,4<=X<7,4,male single,none,4,real estate,65,none,own,3,unskilled resident,1,yes,yes,good
0<=X<200,14,existing paid,new car,709,<100,<1,4,male single,none,4,car,65,stores,own,3,unskilled resident,1,yes,yes,bad
no checking,48,existing paid,used car,6758,<100,4<=X<7,4,male single,none,4,no known property,36,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
<0,36,critical/other existing credit,furniture/equipment,3804,<100,>=7,4,male single,none,4,life insurance,48,none,own,1,skilled,1,none,yes,good
no checking,6,critical/other existing credit,furniture/equipment,1957,<100,4<=X<7,1,male single,none,2,real estate,49,none,own,2,skilled,2,none,yes,good
no checking,18,existing paid,furniture/equipment,3509,<100,>=7,2,male mar/wid,none,4,real estate,30,none,own,1,skilled,1,none,yes,good
<0,12,existing paid,new car,1053,<100,>=7,3,male mar/wid,none,4,real estate,42,none,own,3,unskilled resident,2,yes,yes,good
no checking,9,existing paid,repairs,1200,<100,1<=X<4,2,male single,none,3,real estate,25,none,rent,3,unskilled resident,1,yes,yes,good
<0,6,critical/other existing credit,new car,338,<100,>=7,3,male single,none,4,car,52,none,own,2,skilled,2,yes,yes,good
0<=X<200,12,existing paid,used car,385,100<=X<500,>=7,4,male single,none,4,life insurance,42,none,own,3,unskilled resident,2,yes,yes,good
<0,6,critical/other existing credit,radio/tv,2647,<100,1<=X<4,1,male single,none,4,real estate,47,none,own,1,skilled,1,none,yes,good
<0,12,no credits/all paid,furniture/equipment,1680,<100,>=7,4,male single,none,4,car,43,none,own,3,unskilled resident,1,yes,yes,good
<0,15,critical/other existing credit,business,1138,<100,>=7,3,female div/dep/mar,none,3,car,32,bank,own,2,unskilled resident,2,none,yes,good
0<=X<200,36,existing paid,furniture/equipment,2337,<100,>=7,4,male single,none,3,real estate,60,none,own,2,unskilled resident,1,yes,yes,bad
<0,12,critical/other existing credit,new car,1680,<100,>=7,2,male single,none,4,car,63,none,own,1,unskilled resident,1,yes,yes,good
no checking,6,existing paid,new car,338,500<=X<1000,>=7,4,male single,none,4,car,51,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,36,critical/other existing credit,education,4795,<100,>=7,4,male single,none,4,life insurance,49,none,own,2,skilled,1,none,yes,bad
<0,12,existing paid,radio/tv,684,100<=X<500,>=7,4,female div/dep/mar,none,4,real estate,42,none,own,2,unskilled resident,2,yes,yes,good
no checking,30,no credits/all paid,used car,2520,100<=X<500,>=7,1,male single,none,4,life insurance,52,none,own,1,skilled,1,yes,yes,good
<0,48,existing paid,education,6758,<100,4<=X<7,3,male single,guarantor,3,no known property,39,bank,own,2,skilled,2,none,yes,bad
>=200,48,existing paid,used car,6758,<100,>=7,3,male single,none,4,no known property,42,stores,own,1,skilled,1,none,yes,bad
no checking,47,existing paid,furniture/equipment,10722,<100,>=7,2,male single,guarantor,4,car,24,none,rent,2,skilled,1,yes,yes,bad
<0,6,critical/other existing credit,new car,2647,<100,1<=X<4,1,male single,none,3,real estate,46,none,own,2,skilled,1,none,yes,good
0<=X<200,6,existing paid,radio/tv,2647,500<=X<1000,4<=X<7,2,male single,none,4,real estate,47,none,own,1,skilled,1,yes,yes,good
no checking,24,critical/other existing credit,used car,3357,<100,>=7,3,male single,guarantor,4,life insurance,24,none,rent,2,skilled,1,yes,yes,good
>=200,24,existing paid,business,2384,<100,>=7,4,male single,none,4,life insurance,40,none,own,1,unskilled resident,1,yes,yes,bad
<0,24,existing paid,used car,1938,<100,1<=X<4,3,female div/dep/mar,none,4,car,65,none,own,1,unskilled resident,1,yes,yes,bad
no checking,45,existing paid,repairs,3965,<100,>=7,3,male single,none,3,life insurance,39,none,own,2,unskilled resident,1,none,yes,bad
no checking,6,critical/other existing credit,new car,1957,<100,1<=X<4,1,male single,none,2,life insurance,35,none,own,2,unskilled resident,2,none,yes,good
<0,6,existing paid,furniture/equipment,2647,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,67,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
no checking,24,existing paid,used car,1938,<100,1<=X<4,4,male single,none,2,car,54,none,for free,1,skilled,1,yes,yes,bad
0<=X<200,14,existing paid,business,701,100<=X<500,>=7,4,male mar/wid,none,4,life insurance,56,none,own,2,unskilled resident,1,yes,yes,good
no checking,36,critical/other existing credit,furniture/equipment,2323,<100,>=7,4,male single,none,4,life insurance,46,none,own,2,unskilled resident,1,yes,yes,bad
no checking,27,critical/other existing credit,used car,1715,500<=X<1000,1<=X<4,4,female div/dep/mar,none,4,real estate,56,none,own,2,unskilled resident,1,yes,yes,bad
<0,18,no credits/all paid,new car,1940,no known savings,1<=X<4,4,male single,none,4,car,56,none,own,2,unskilled resident,1,yes,yes,good
<0,36,critical/other existing credit,furniture/equipment,2323,<100,>=7,4,male single,none,4,real estate,36,none,own,1,skilled,1,none,yes,bad
no checking,48,all paid,used car,6758,<100,4<=X<7,3,male single,none,3,car,57,none,rent,2,skilled,1,none,yes,good
no checking,30,existing paid,used car,2991,<100,>=7,4,male single,none,4,life insurance,58,bank,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,12,existing paid,new car,795,100<=X<500,<1,4,male single,none,4,real estate,42,none,own,3,unskilled resident,2,yes,yes,bad
no checking,36,delayed previously,education,2337,<100,>=7,4,male single,none,4,life insurance,46,none,own,2,unskilled resident,1,yes,yes,bad
<0,6,existing paid,new car,448,500<=X<1000,>=7,4,male single,none,4,life insurance,51,none,own,2,skilled,1,yes,yes,good
0<=X<200,12,existing paid,new car,1364,<100,4<=X<7,4,male single,none,4,real estate,50,none,own,2,skilled,1,none,yes,good
<0,21,critical/other existing credit,new car,1282,no known savings,1<=X<4,4,male single,none,4,no known property,50,none,own,1,skilled,1,yes,yes,good
no checking,15,existing paid,furniture/equipment,1364,<100,1<=X<4,2,male div/sep,none,4,life insurance,42,bank,own,2,unskilled resident,2,yes,yes,good
no checking,47,existing paid,used car,7476,<100,>=7,3,male single,none,4,no known property,45,none,own,2,skilled,1,none,yes,good
0<=X<200,18,existing paid,furniture/equipment,1345,<100,>=7,4,female div/dep/mar,none,4,no known property,50,none,own,2,skilled,1,none,yes,good
no checking,10,critical/other existing credit,new car,1364,<100,<1,4,male single,none,4,car,47,none,own,2,unskilled resident,1,yes,yes,good
<0,6,critical/other existing credit,radio/tv,338,100<=X<500,4<=X<7,4,female div/dep/mar,none,4,no known property,47,none,own,2,skilled,2,yes,yes,good
0<=X<200,24,no credits/all paid,used car,1938,no known savings,1<=X<4,4,female div/dep/mar,none,4,car,65,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,48,existing paid,used car,10722,<100,>=7,2,male single,none,4,life insurance,38,none,for free,1,skilled,1,none,yes,good
no checking,24,existing paid,radio/tv,1603,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,52,none,own,2,skilled,1,yes,yes,bad
>=200,27,existing paid,used car,2991,<100,4<=X<7,4,male single,guarantor,3,real estate,40,none,own,2,unskilled resident,1,yes,yes,bad
>=200,24,existing paid,used car,1987,no known savings,>=7,1,female div/dep/mar,none,2,life insurance,41,none,own,2,unskilled resident,2,yes,yes,bad
<0,12,existing paid,furniture/equipment,2315,<100,4<=X<7,4,male single,none,4,no known property,36,none,own,1,unskilled resident,1,none,yes,good
no checking,36,critical/other existing credit,furniture/equipment,2323,<100,>=7,1,male single,none,3,life insurance,39,none,own,2,unskilled resident,1,yes,yes,bad
no checking,30,critical/other existing credit,used car,2520,no known savings,>=7,3,male single,none,4,real estate,64,none,own,2,unskilled resident,1,none,yes,bad
<0,30,no credits/all paid,business,1715,<100,>=7,4,male single,none,2,life insurance,60,none,for free,3,skilled,1,none,yes,bad
<0,8,critical/other existing credit,new car,1498,<100,1<=X<4,2,male single,none,4,real estate,52,none,own,2,skilled,1,yes,yes,good
0<=X<200,36,critical/other existing credit,furniture/equipment,2302,<100,>=7,4,male single,none,4,life insurance,64,none,own,2,skilled,1,yes,yes,bad
no checking,30,critical/other existing credit,used car,2520,no known savings,>=7,1,male mar/wid,none,4,real estate,49,bank,own,2,skilled,1,yes,yes,good
no checking,24,delayed previously,used car,1024,<100,>=7,4,male single,none,4,life insurance,54,none,own,2,skilled,1,yes,yes,bad
0<=X<200,20,existing paid,furniture/equipment,1823,<100,>=7,4,male single,none,4,car,42,none,own,2,unskilled resident,1,yes,yes,good
>=200,6,critical/other existing credit,furniture/equipment,338,500<=X<1000,>=7,3,female div/dep/mar,none,4,life insurance,52,none,own,1,skilled,1,yes,yes,good
0<=X<200,18,critical/other existing credit,radio/tv,1940,<100,>=7,3,male single,none,4,car,63,none,own,2,unskilled resident,1,none,yes,good
<0,24,existing paid,used car,1024,<100,>=7,4,male single,none,4,life insurance,54,none,own,2,skilled,1,yes,yes,bad
no checking,24,critical/other existing credit,business,1938,<100,>=7,3,male single,none,4,car,52,none,own,2,unskilled resident,1,none,yes,bad
